element_type,osmid,source,geometry,addr:region,addr:region:ru,addr:region:uk,alt_name:tr,capital,int_name,katotth,koatuu,name,name:ar,name:be,name:br,name:ca,name:ckb,name:crh,name:cs,name:de,name:el,name:en,name:eo,name:es,name:et,name:eu,name:fr,name:he,name:hr,name:hu,name:io,name:it,name:ja,name:ka,name:kn,name:ko,name:ku,name:la,name:lt,name:lv,name:mk,name:ml,name:nl,name:pl,name:prefix,name:pt,name:ro,name:ru,name:sk,name:sr,name:tr,name:tt,name:uk,name:zh,name:zh-Hans,name:zh-Hant,note,official_status,old_name,place,population,population:date,source:name:br,website,wikidata,wikipedia,wikipedia:pl,wikipedia:ru,wikipedia:uk,nodes,admin_level,boundary,ways,addr:postcode,type,name:be-tarask,name:crh-cyr,old_name:uk,alt_name:ko,alt_name:zh,name:az,name:lb,name:sl,name:yi,old_name:ar,old_name:az,old_name:ca,old_name:cs,old_name:de,old_name:en,old_name:es,old_name:ro,postal_code,alt_name:cs,alt_name:de,alt_name:sr,alt_name:uz,name:bg,name:da,name:fi,name:sv,name:uz,old_name:sr,old_name:uz,old_name:zh,name:fa,name:mn,name:pnb,name:ta,name:th,name:ur,name:yue,addr:subdistrict,alt_name:be,flag,name:azb,name:hi,name:oc,old_name:be,old_name:fr,old_name:hi,old_name:hr,old_name:hu,old_name:kn,old_name:ko,old_name:lt,old_name:nl,old_name:pl,old_name:ru,postal_codes,source:name,source:old_name:oc,old_name:he,old_name:ast,old_name:eo,old_name:io,old_name:sl,source:population,alt_name:en,alt_name:fr,name:rue,name:sh,old_name:de:-1921,old_name:en:-1921,old_name:ru:-1921,old_name:sh,alt_name,alt_name:ar,name:szl,old_name:lv,old_name:sk,alt_name:el,name:ast,alt_name:es,alt_name:he,alt_name:ja,alt_name:nl,old_name:fi,source:name:oc,alt_name:hr,name:arz,name:hsb,addr:country,addr:district,name:hy,name:os,start_date,contact:website,name:az-Arab,name:grc,name:ks,name:mzn,name:no,name:ota,name:zh-TW,attribution,name:nn,name:vi,name:war,alt_name:pt,name:id,alt_name:hu,name:af,name:cv,name:fo,name:gl,name:ie,name:jv,name:kk,name:kl,name:kv,name:mhr,name:mr,name:pap,name:scn,name:sco,name:tw,name:udm,name:vo,name:am,name:bn,name:ce,name:cu,name:cy,name:ga,name:gu,name:kbd,name:km,name:ky,name:lo,name:mdf,name:mrj,name:ms,name:mt,name:my,name:sq,name:sw,name:te,name:tg,name:ti,name:tk,name:tl,name:vep,ele,old_name:azb,old_name:ba,old_name:bg,old_name:ce,old_name:ceb,old_name:crh,old_name:da,old_name:el,old_name:et,old_name:eu,old_name:fa,old_name:hy,old_name:it,old_name:ja,old_name:ka,old_name:mhr,old_name:ml,old_name:mr,old_name:nn,old_name:no,old_name:os,old_name:pt,old_name:rue,old_name:sco,old_name:sv,old_name:th,old_name:tr,old_name:tt,old_name:udm,old_name:vi,name:ceb,is_in:country_code,is_in:state,name:simple,alt_name:eo,name:bs,name:vro,old_name:ko:1953-1989,name:ba,name:an,name:li,name:sd,official_name,old_name:ko:1754-1924,old_name:ko:1924-1934,old_name:ko:1934-1939,old_name:ko:1939-2016,name:crh-Cyrl,alt_name:ro,alt_name:af,alt_name:an,alt_name:ca,alt_name:et,alt_name:it,alt_name:sh,alt_name:sv,alt_name:vi,alt_name:vo,name:aan,name:ab,name:als,name:ang,name:bar,name:bat-smg,name:bi,name:bo,name:bpy,name:bxr,name:cbk-zam,name:csb,name:dsb,name:ext,name:frr,name:fy,name:gag,name:gd,name:gv,name:haw,name:hif,name:ht,name:ia,name:ilo,name:is,name:jbo,name:kaa,name:koi,name:lad,name:lij,name:lmo,name:ln,name:mi,name:myv,name:nah,name:nan,name:nds,name:nov,name:pa,name:pms,name:qu,name:rmy,name:roa-rup,name:roa-tara,name:sah,name:sc,name:se,name:tzl,name:ug,name:vec,name:wo,name:xmf,name:yo,name:zu,official_name:de,official_name:en,official_name:fr,outdoor_seating,description,ISO3166-2,timezone,name:kk-Arab,name:zh-tw,name:wuu,place:ro,old_name:ko:1493-1780,old_name:ko:1780-1954,alt_name:pl,old_name:ko:1774-1918,old_name:ko:1918-1944,old_name:ko:1944-1991,name:uk:word_stress,old_name:la,old_name:ko:1772-1918
node,251073791,,POINT (33.5220842 44.6054434),Севастополь,Севастополь,Севастополь,Sivastopol,4,Sevastopol,UA85000000000065278,8500000000,Севастополь,سيفاستوبول,Севастопаль,Sebastopol,Sebastòpol,سێڤاستۆپۆل,Aqyar,Sevastopol,Sewastopol,Σεβαστούπολη,Sevastopol,Sebastopolo,Sebastopol,Sevastopol,Sebastopol,Sébastopol,סבסטופול,Sevastopolj,Szevasztopol,Sevastopol,Sebastopoli,セバストポリ,სევასტოპოლი,ಸೆವಸ್ತೋಪೊಲ್,세바스토폴,Sêvastopol,Sebastopolis,Sevastopolis,Sevastopole,Севастопол,സെവാസ്റ്റോപോൾ,Sebastopol,Sewastopol,город,Sebastopol,Sevastopol,Севастополь,Sevastopoľ,Севастопољ,Akyar,Акъяр,Севастополь,塞瓦斯托波尔,塞瓦斯托波尔,塞瓦斯托波爾,"population дано по сумме Гагаринского, Ленинского, Нахимовского районов, без Инкермана, Балаклавы, Качи и сельских нп.",ru:город,Ахтиар,city,458253,2023-01-01,ofis publik ar brezhoneg,https://sevastopol.gov.ru/,Q7525,ru:Севастополь,Sewastopol,Севастополь,Севастополь,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
