,Unnamed: 0,lon,lat
0,0,38.23582000000005,47.10943000000009
1,1,38.133740000000046,47.06221000000005
2,2,38.07138000000003,47.09498000000008
3,3,37.896660000000054,47.097210000000075
4,4,37.859710000000064,47.09693000000004
5,5,37.83582000000007,47.092760000000055
6,6,37.80166000000008,47.08138000000008
7,7,37.75117000000006,47.07006000000007
8,8,37.64833000000005,47.075000000000045
9,9,37.60943000000009,47.08582000000007
10,10,37.559570000000065,47.08644000000004
11,11,37.53888000000006,47.07861000000008
12,12,37.45998000000009,47.011100000000056
13,13,37.39360000000005,46.94916000000006
14,14,37.321030000000064,46.90012000000007
15,15,37.247280000000046,46.932900000000075
16,16,37.196930000000066,46.92568000000006
17,17,37.07833000000005,46.88526000000007
18,18,37.039510000000064,46.87402000000009
19,19,36.99305000000004,46.85749000000004
20,20,36.91666000000003,46.825540000000046
21,21,36.86791000000005,46.790830000000085
22,22,36.763880000000086,46.751100000000065
23,23,36.74166000000008,46.76458000000008
24,24,36.70013000000006,46.77249000000006
25,25,36.61360000000008,46.775270000000035
26,26,36.515130000000056,46.75305000000009
27,27,36.41666000000003,46.72443000000004
28,28,36.39554000000004,46.71721000000008
29,29,36.37554000000006,46.70888000000008
30,30,36.354580000000055,46.69526000000008
31,31,36.239010000000064,46.634010000000046
32,32,36.21458000000007,46.65957000000009
33,33,36.19318000000004,46.66694000000007
34,34,36.06749000000008,46.67027000000007
35,35,35.907200000000046,46.65109000000007
36,36,35.81179000000009,46.61859000000004
37,37,35.76055000000008,46.59290000000004
38,38,35.72874000000007,46.57305000000008
39,39,35.69916000000006,46.54472000000004
40,40,35.64985000000007,46.50165000000004
41,41,35.628040000000055,46.48916000000008
42,42,35.582760000000064,46.47222000000005
43,43,35.548460000000034,46.46083000000005
44,44,35.518180000000086,46.455400000000054
45,45,35.48422000000005,46.44165000000004
46,46,35.352220000000045,46.331660000000056
47,47,35.28120000000007,46.254530000000045
48,48,35.19623000000007,46.15443000000005
49,49,35.16061000000008,46.12853000000007
50,50,35.124430000000075,46.11249000000004
51,51,34.99672000000004,46.07423000000006
52,52,34.980120000000056,46.08603000000005
53,53,35.05464000000006,46.14165000000008
54,54,35.10943000000009,46.15554000000009
55,55,35.15179000000006,46.16360000000009
56,56,35.18527000000006,46.17235000000005
57,57,35.20429000000007,46.18443000000008
58,58,35.248050000000035,46.23333000000008
59,59,35.26756000000006,46.25981000000007
60,60,35.28291000000007,46.27054000000004
61,61,35.33430000000004,46.321660000000065
62,62,35.34797000000009,46.34964000000008
63,63,35.19804000000005,46.443310000000054
64,64,35.21568000000008,46.41026000000005
65,65,35.205410000000086,46.38707000000005
66,66,35.119710000000055,46.299430000000086
67,67,35.110760000000084,46.294080000000065
68,68,35.05665000000005,46.26013000000006
69,69,35.03388000000007,46.25013000000007
70,70,34.81248000000005,46.18137000000007
71,71,34.70249000000007,46.17582000000005
72,72,34.63152000000008,46.08221000000009
73,73,34.58263000000005,45.99819000000008
74,74,34.56638000000004,45.985960000000034
75,75,34.540830000000085,45.98373000000004
76,76,34.50194000000005,45.986650000000054
77,77,34.40519000000006,46.01273000000003
78,78,34.44137000000006,46.09388000000007
79,79,34.46243000000004,46.09821000000005
80,80,34.490600000000086,46.11205000000007
81,81,34.51690000000008,46.10383000000007
82,82,34.54117000000008,46.08791000000008
83,83,34.55971000000005,46.09763000000004
84,84,34.57027000000005,46.12109000000004
85,85,34.574020000000075,46.15325000000007
86,86,34.53690000000006,46.18447000000003
87,87,34.47699000000006,46.16100000000006
88,88,34.456360000000075,46.15458000000007
89,89,34.32943000000006,46.17027000000007
90,90,34.23957000000007,46.22819000000004
91,91,34.206090000000074,46.259160000000065
92,92,34.18332000000004,46.27443000000005
93,93,34.15582000000006,46.28144000000009
94,94,34.12776000000008,46.206090000000074
95,95,34.123950000000036,46.16006000000005
96,96,34.12687000000005,46.11839000000003
97,97,34.03249000000005,46.13332000000008
98,98,33.99305000000004,46.16957000000008
99,99,33.974920000000054,46.20034000000004
100,100,33.95721000000009,46.213610000000074
101,101,33.772980000000075,46.248110000000054
102,102,33.68164000000007,46.22166000000004
103,103,33.67103000000009,46.21548000000007
104,104,33.70569000000006,46.16498000000007
105,105,33.72957000000008,46.14500000000004
106,106,33.78992000000005,46.12110000000007
107,107,33.802080000000046,46.14027000000005
108,108,33.807040000000086,46.170580000000086
109,109,33.845810000000085,46.16027000000008
110,110,33.88346000000007,46.06784000000005
111,111,33.89999000000006,46.03860000000009
112,112,33.968180000000075,46.017210000000034
113,113,33.989580000000046,46.02679000000006
114,114,33.98985000000005,46.07179000000008
115,115,33.94422000000009,46.088010000000054
116,116,33.962210000000084,46.100820000000056
117,117,34.00534000000005,46.09728000000007
118,118,34.11426000000006,46.01761000000005
119,119,34.11693000000008,45.96825000000007
120,120,34.139440000000036,45.94012000000003
121,121,34.161380000000065,45.93776000000008
122,122,34.200510000000065,45.95624000000004
123,123,34.19769000000008,45.99492000000003
124,124,34.22148000000004,46.00765000000007
125,125,34.18140000000005,46.03317000000004
126,126,34.35832000000005,46.01616000000007
127,127,34.381650000000036,45.99221000000006
128,128,34.41485000000006,45.948600000000056
129,129,34.39617000000004,45.92527000000007
130,130,34.37638000000004,45.91874000000007
131,131,34.35845000000006,45.88367000000005
132,132,34.497430000000065,45.87478000000005
133,133,34.57162000000005,45.92780000000005
134,134,34.545540000000074,45.96548000000007
135,135,34.61388000000005,45.94832000000008
136,136,34.636520000000075,45.93742000000009
137,137,34.63124000000005,45.91706000000005
138,138,34.603180000000066,45.87881000000005
139,139,34.54583000000008,45.84221000000008
140,140,34.46339000000006,45.76929000000007
141,141,34.64915000000008,45.78555000000006
142,142,34.78527000000008,45.71583000000004
143,143,34.91387000000009,45.66221000000007
144,144,34.986650000000054,45.63193000000007
145,145,35.07069000000007,45.55110000000008
146,146,35.08457000000004,45.52484000000004
147,147,35.09359000000006,45.46394000000003
148,148,35.076100000000054,45.44776000000007
149,149,35.045960000000036,45.43610000000007
150,150,35.01374000000004,45.42336000000006
151,151,35.05874000000006,45.36540000000008
152,152,35.12055000000004,45.32860000000005
153,153,35.13304000000005,45.32499000000007
154,154,35.16707000000008,45.33665000000008
155,155,35.33859000000007,45.286110000000065
156,156,35.34304000000009,45.33250000000004
157,157,35.232200000000034,45.443050000000085
158,158,35.146930000000054,45.52749000000006
159,159,35.08763000000005,45.584850000000074
160,160,35.05430000000007,45.60999000000004
161,161,35.00221000000005,45.67193000000009
162,162,34.98082000000005,45.70082000000008
163,163,34.96038000000004,45.739880000000085
164,164,34.94638000000009,45.75416000000007
165,165,34.904210000000035,45.81310000000008
166,166,34.864880000000085,45.86344000000008
167,167,34.84871000000004,45.89811000000009
168,168,34.75485000000009,46.01131000000004
169,169,34.71693000000005,46.03082000000006
170,170,34.700540000000046,46.04639000000009
171,171,34.66620000000006,46.08638000000008
172,172,34.733460000000036,46.10819000000003
173,173,34.799480000000074,46.08772000000005
174,174,34.82365000000004,46.072620000000086
175,175,34.85304000000008,46.000830000000065
176,176,34.865000000000066,45.96249000000006
177,177,34.90221000000008,45.88348000000008
